ID,Title,Rate,URL,Directors,Casts,Star,Cover,Cover_X,Cover_Y
26277167,坚信礼,7.4,https://movie.douban.com/subject/26277167/,['鲍勃·尼尔森'],"['克里夫·欧文', '杰顿·李博赫', '玛丽亚·贝罗', '帕顿·奥斯瓦尔特', '斯蒂芬·托布罗斯基']",35,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2325721648.jpg,600,855
26753235,Jimmy Carr: Funny Business,7.4,https://movie.douban.com/subject/26753235/,[],['Jimmy Carr'],35,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325827794.jpg,600,889
26754742,纪实72小时：情人节主题神社 ~爱神之所在~,7.4,https://movie.douban.com/subject/26754742/,['NHK'],['市川实日子'],35,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327609151.jpg,1920,1080
26425017,只要我长大,6.9,https://movie.douban.com/subject/26425017/,['陈洁瑶'],"['黄瀞怡', '陈宇', '吴瀚业', '林晨皓', '高靖榕']",35,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2323526524.jpg,660,960
26425578,五星级鱼干女,6.2,https://movie.douban.com/subject/26425578/,['林孝谦'],"['柯佳嬿', '周厚安', '吕雪凤', '陈淑芳', '蔡明修']",30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2321331391.jpg,672,960
26879936,Nune,5.7,https://movie.douban.com/subject/26879936/,['Ji Strangeway'],['Brianna Fischette'],30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2383437081.jpg,675,1000
26754736,爆音少女！！OAD,5.6,https://movie.douban.com/subject/26754736/,['西村纯二'],"['上田丽奈', '东山奈央', '内山夕实', '山口立花子']",30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327837275.jpg,1513,2152
26863964,阿尔法,5.5,https://movie.douban.com/subject/26863964/,['Javier Ferreiro'],"['Karel Fernández', 'Milton García', 'Fran López', 'Alain Rivalta']",30,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2376889389.jpg,1418,1986
26717766,再见了德彪西：钢琴侦探岬洋介,5.4,https://movie.douban.com/subject/26717766/,['菅原伸太郎'],"['东出昌大', '黑岛结菜', '武田真治', '正名仆蔵', '上白石萌歌']",25,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2327605498.jpg,699,1003
26729533,洛杉矶捣蛋计划,5.3,https://movie.douban.com/subject/26729533/,['郑潇'],"['夏雨', '宋祖儿', '杨紫', '吴大维', '江珊']",25,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2323980819.jpg,600,851
25723093,黑白,5.3,https://movie.douban.com/subject/25723093/,"['游坚煜', '李权峰']","['王传一', '李妍憬', '张静之', '窦智孔', '史黛西']",25,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365922485.jpg,1446,2048
26345736,女汉子真爱公式,4.8,https://movie.douban.com/subject/26345736/,['郭大雷'],"['赵丽颖', '张翰', '童菲', '丁一宇', '涂世旻']",25,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2324372895.jpg,714,1000
23150663,夏令营,4.9,https://movie.douban.com/subject/23150663/,['阿尔贝托·马里尼'],"['迪耶戈·博内塔', '乔赛琳·唐娜休', '玛依亚拉·沃尔什', '安德斯·维伦科索', '阿莱克斯·莫尔纳']",25,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174472743.jpg,413,591
26958394,百家拳之津门八卦掌,3.2,https://movie.douban.com/subject/26958394/,['焦晓雨'],"['陈之辉', '张立', '陈玥丞', '王红舟', '郭志桐']",15,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496705899.jpg,1134,680
26745206,野良神 OAD4,8.6,https://movie.douban.com/subject/26745206/,['タムラコータロー'],"['神谷浩史', '内田真礼', '梶裕贵', '泽城美雪', '福山润']",45,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2326158305.jpg,554,783
26733238,福田和子 整容逃亡15年,6.9,https://movie.douban.com/subject/26733238/,['藤岡浩二郎'],"['寺岛忍', '松冈茉优', '安田显', '泷藤贤一', '木村绿子']",35,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2324112860.jpg,566,800
26602368,我的极品女神,4.0,https://movie.douban.com/subject/26602368/,"['阚家伟', '王光利']","['郑伊健', '周秀娜', '何浩文', '文凯玲', '林子聪']",20,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2364844665.jpg,2000,2283
26751793,一起去吃拉面吗？,3.3,https://movie.douban.com/subject/26751793/,[],[],15,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325508434.jpg,2848,4288
26461707,恐怖禁忌之红旗袍,2.6,https://movie.douban.com/subject/26461707/,['王良'],"['王良', '秦雪', '洪辰', '李蓓蕾', '张国栋']",15,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325046784.jpg,4134,5906
26384493,以女儿之名,8.3,https://movie.douban.com/subject/26384493/,['文森特·贾洪'],"['丹尼尔·奥特伊', '塞巴斯蒂安·科赫', '玛丽-乔西·克罗兹', '克里斯特尔·科尼尔', '利拉-萝丝·吉尔贝蒂']",40,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2321960059.jpg,621,843
26757954,灰与幻想的格林姆迦尔OVA,7.4,https://movie.douban.com/subject/26757954/,['中村亮介'],"['细谷佳正', '岛崎信长', '吉野裕行', '小松未可子', '照井春佳']",35,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2326934812.jpg,1113,1500
