ID,Name,Rating,1stWk Box,Total Box
245936,王牌,5.1,2858,9
79201,永远的焦裕禄,4.3,暂无,1050
245956,不再说分手,7.7,654,1014
246004,深夜前的五分钟,6.2,770,1000
245884,动物也疯狂,8.4,389,981
78927,西藏天空,8.4,24,1638
246134,坏姐姐之拆婚联盟,7.5,652,962
78398,诡镇,2.9,277,933
79089,绝密跟踪,8.4,773,902
78732,最佳嫌疑人,6.7,494,879
246122,密道追踪,3.7,442,885
246094,狂野非洲,8.2,560,857
78532,恶战,8.2,393,802
79039,聪明的一休之反斗公主,8.2,603,798
245968,爱情进化论,6.2,555,748
245967,洋妞到我家,8.2,441,756
246092,诡八楼,2.8,392,727
78845,特工艾米拉,5.3,498,721
246100,闯堂兔2：疯狂马戏团,7.5,1126,2089
78685,美人邦,7.5,576,698
78720,化妆师,5.1,352,665
246193,还魂之迷失曼谷,5.6,417,750
78771,死亡邮件,5.3,328,642
245865,我就是我,8.8,442,638
79212,孤胆保镖,7.8,298,633
78418,风暴,8.2,15727,31457
246254,花咒,5.7,273,619
78172,怨灵人偶,3.6,1846,2578
246013,挑战者联盟,8.4,351,599
78849,诡替身,4.9,353,592
78511,非狐外传,5.2,416,609
78220,封门村,4.7,322,560
78444,追爱大布局,8.4,468,559
78782,怖偶,3.0,295,550
245985,死亡派对,5.9,264,547
78635,闪魂,3.0,218,533
245959,拆散专家,7.0,306,599
246197,秘术,3.1,305,496
78562,激浪青春,6.8,229,471
220,白蛇传说,6.1,6135,18003
78585,拯救大明星,7.0,228,434
66927,分手达人,3.6,213,418
78401,白幽灵传奇之绝命逃亡,4.8,1137,2429
60673,蓝色骨头,7.5,266,402
901,保持通话,7.7,4500,4973
649,超凡蜘蛛侠,8.4,21314,31446
78825,火山对对碰,8.0,203,392
78687,林中小屋,3.5,277,391
79081,求爱嫁期,7.6,213,378
1016,焦裕禄,7.4,,
246184,孤岛,6.2,224,347
246356,斑马总动员,8.1,2654,3940
78843,太空熊猫总动员,6.7,245,352
382,精武风云·陈真,7.6,13256,14216
208,兄弟,6.1,暂无,338
77293,城市游戏,5.3,228,317
74777,李可乐寻人记,7.3,148,310
79178,缘来是游戏,6.4,46,315
17918,龙虎门,6.8,4900,5251
78269,周恩来的四个昼夜,6.2,6,5969
79139,无处可逃,6.3,251,314
78266,谁动了我的梦想,5.6,176,304
245883,我想结婚的时候你在哪,4.2,246,278
78432,对不起，我爱你,5.2,168,270
78705,硬汉奶爸,6.9,179,271
158,大话西游之大圣娶亲,8.8,179,17763
70010,通道转兵,2.3,2,1606
78477,心咒,3.8,141,241
245947,北回归线,6.5,180,236
246041,下一站再爱你,8.5,157,233
78614,完美超越,7.1,174,219
245930,香气,7.9,158,220
246068,摩登森林之美食总动员,6.9,113,212
157,匹夫,6.6,1380,2759
78805,三小强,6.1,148,217
452,消失的子弹,7.6,7643,15949
75689,忘了去懂你,5.6,164,203
78362,放手爱,3.1,170,188
79210,虐面人之死灵面膜,5.2,107,184
37296,江山美人,4.2,4300,4079
78483,警察日记,7.1,47,211
222,最强囍事,6.7,8047,16715
78431,我是狼之火龙山大冒险,7.5,67,204
601,四大名捕,6.9,7804,19498
78716,一号目标,6.6,93,200
246258,21岁派对,6.5,114,169
152,三国之见龙卸甲,7.4,7200,6352
78441,怒放之青春再见,8.0,106,199
245994,有一天,9.1,108,200
246097,喵星少年漂流记,7.1,92,165
233,十全九美,6.4,5300,4884
246077,狙击时刻,6.5,100,163
181,机动部队—同袍,6.2,暂无,874
245909,超萌英雄,6.9,24,168
411,B+侦探,6.9,1071,2502
962,文雀,6.5,暂无,1683
775,铜雀台,6.8,3257,10571
78524,江南爱情故事,7.0,109,119
246324,匆匆那些年,6.5,,
78128,辛巴达历险记2013,7.5,2940,4018
56,八星抱喜,7.1,1392,8571
245849,镇海保卫战,7.0,暂无,125
246112,真爱,7.0,暂无,145
246239,斐济99℃爱情,7.1,67,111
754,猩球崛起,8.6,5909,18425
245910,大宅男,7.0,102,135
78546,太空熊猫历险记,6.6,100,221
78448,无人区,8.4,13731,25956
246053,我们毕业的夏天,7.1,84,101
78452,破局,7.6,54,114
192,里约大冒险,,2288,13978
78615,金牌流浪狗,7.7,60,102
246223,黑月,3.9,65,92
68181,大寒桃花开,7.1,65,90
78494,中国好声音之为你转身,3.1,153,291
78262,迷魂之密室逃脱,6.5,153,342
78916,爱你一世一生,7.0,64,84
246129,黄克功案件,6.9,27,222
78942,古堡之吻,6.8,58,83
245934,兰辉,,3,195
78762,一个温州的女人,7.4,52,78
938,人再囧途之泰囧,8.8,30850,126794
625,美国队长,8.4,3077,6871
246226,精武青春,7.2,75,77
78719,命运派对,6.9,44,75
79226,风云1927,7.1,暂无,93
246215,潜龙风云,3.9,58,69
524,叶问2：宗师传奇,8.8,22952,23108
78882,再爱一次好不好,6.4,49,65
245979,我是你的野蛮女友,5.1,52,65
78728,夺樽,7.0,48,66
477,马达加斯加3,8.5,5495,20997
78616,不爱不散,6.5,36,60
246120,打工老板,8.0,36,56
78003,西游·降魔篇,8.4,8366,124696
78043,钢铁侠3,9.0,40415,75486
78059,致我们终将逝去的青春,8.3,14557,71902
78151,环太平洋,8.7,28571,69532
78198,狄仁杰之神都龙王,8.3,9489,60061
78226,私人订制,7.4,32436,71347
78068,中国合伙人,8.9,10767,53869
78041,北京遇上西雅图,8.8,7735,51975
78051,小时代,7.6,26848,48433
78361,地心引力,8.2,22266,43549
78140,速度与激情6,9.3,18471,41373
78099,疯狂原始人,9.5,4017,39473
78153,超人：钢铁之躯,8.6,16212,39446
828,007：大破天幕杀机,8.0,22078,37611
78112,星际迷航：暗黑无界,9.0,16133,35322
1455,侏罗纪公园3D,8.4,20221,34972
893,十二生肖,8.8,22353,88113
77192,警察故事2013,8.0,28150,53406
78263,雷神2：黑暗世界,8.7,13230,34235
78077,特种部队2：全面反击,8.1,21439,33804
1045,霍比特人1：意外之旅,8.4,11854,31621
78418,风暴,8.2,15727,31457
892,天机·富春山居图,4.8,5124,30032
78203,小时代2：青木时代,7.9,17091,29621
78135,不二神探,7.4,9387,28391
969,厨子戏子痞子,8.4,7936,27282
938,人再囧途之泰囧,8.8,30850,126794
78448,无人区,8.4,13731,25956
78438,金蝉脱壳,9.0,13088,25384
78277,金刚狼2,8.4,11356,24977
78261,扫毒,8.9,8097,23781
78152,重返地球,7.8,8799,21460
78116,怪兽大学,8.7,8229,20997
78113,盲探,8.1,8656,21078
78073,虎胆龙威5,8.4,10247,20124
78010,101次求婚,7.7,12182,19999
78089,分手合约,8.3,6316,19283
78171,全民目击,8.9,4244,18117
78150,惊天危机,8.7,12745,17771
74993,四大名捕2,6.9,8935,17420
78328,饥饿游戏2：星火燎原,7.8,8081,17193
78182,一夜惊喜,7.8,4658,17234
1032,云图,8.1,7255,17011
78050,魔境仙踪,7.8,5885,16420
78237,极乐空间,7.9,7477,15988
78217,特殊身份,6.9,6869,15511
78032,快乐大本营之快乐到家,5.9,8599,15360
78183,被偷走的那五年,8.1,6537,14924
78114,遗落战境,8.1,5847,14850
78082,毒战,7.8,8264,14692
78210,惊天魔盗团,8.7,6123,14280
78204,蓝精灵2,8.5,6240,13796
78044,非常幸运,7.2,8542,13689
78254,逃出生天,8.2,9104,13304
78024,喜羊羊与灰太狼之喜气羊羊过蛇年,8.2,6293,12487
78097,天台爱情,8.6,5941,11984
78199,激战,8.9,4939,11784
78202,极速蜗牛,8.9,5342,11310
78169,大明猩,8.6,6285,11283
989,生化危机5：惩罚,7.2,2356,11056
78045,侠探杰克,7.5,3245,9716
78332,我想和你好好的,7.4,3256,8741
78331,了不起的盖茨比,8.5,2768,8506
78180,笔仙Ⅱ,5.7,5003,8210
78160,独行侠,8.1,3623,8147
78187,赛尔号大电影3之战神联盟,8.0,3294,7633
78186,我爱灰太狼2,6.5,4357,7548
45603,精灵旅社,8.7,3594,7442
998,逆世界,7.3,4363,7378
78391,斯大林格勒,7.0,5182,7191
78072,笑功震武林,7.2,2933,7022
78033,洛克王国2：圣龙的心愿,8.4,3408,6947
78233,摩登年代,7.2,3464,6838
1031,大上海,8.4,2310,14962
78054,悲惨世界,8.8,2549,6306
826,忠烈杨家将,8.3,3248,6182
78049,百星酒店,7.6,1556,5827
78127,潜艇总动员3：彩虹宝藏,7.2,4299,5734
78201,赤焰战场2,8.6,3671,5580
78269,周恩来的四个昼夜,6.2,6,5969
78071,海啸奇迹,8.3,2952,5506
78176,宫锁沉香,7.9,4686,5448
78084,巨人捕手杰克,7.8,4332,5416
78042,巴啦啦小魔仙,6.5,2797,5161
78065,致命黑兰,8.6,1384,5020
78139,森林战士,8.8,2291,4992
78436,背水一战,8.6,2963,4903
78209,神奇,4.8,2549,4592
78060,劫案迷云,,1765,4425
78296,控制,7.5,2190,4362
78128,辛巴达历险记2013,7.5,2940,4018
78136,开心超人,8.1,1331,3553
78334,私奔B计划,8.4,1538,3209
78249,白狐,5.7,990,3148
78345,我爱的是你爱我,8.1,1068,3026
78062,特警判官,6.8,1697,3006
78037,越来越好之村晚,5.4,804,2994
78215,超级经纪人,6.3,1322,2869
78118,太极侠,6.2,1808,2749
78196,青春派,8.1,1297,2715
246185,魁拔之大战元泱界,8.8,1853,2527
78255,81号农场之保卫麦咭,7.7,308,2494
78142,枕边有张脸,5.5,932,2352
78100,意外的恋爱时光,7.7,985,2356
78111,圣诞玫瑰,6.5,1375,2349
78001,一场风花雪月的事,5.9,1400,2268
982,同谋,6.3,858,2256
679,夺宝联盟,7.9,1890,2221
78052,电梯惊魂,4.9,1023,2221
78276,等风来,7.6,5845,7960
78326,5月天诺亚方舟,9.4,1429,2085
78459,奥林匹斯的陷落,8.4,788,4001
78378,诡婴吉咪,5.7,1387,1819
78091,被解救的姜戈,8.8,382,1789
937,血滴子,6.1,2678,7183
78144,穿越火线,6.0,1034,1708
78017,孤岛惊魂2,4.3,598,1670
78181,昆塔：盒子总动员,8.0,129,1711
78308,一路顺疯,7.8,155,1423
78016,201314,6.9,1136,1324
78350,制服,6.8,1194,1286
78189,赤警威龙,6.9,1150,1271
78252,乔布斯,8.1,642,1263
78364,金刚王：死亡救赎,7.0,1155,1270
74335,萨米大冒险2,7.1,578,1251
78550,海底大冒险2,8.0,983,2630
78030,波鲁鲁冰雪大冒险,7.0,606,1220
78066,爱神,8.7,744,1202
78035,女蛹,6.6,451,1189
78131,王牌情敌,7.0,997,1169
78074,叶问：终极一战,6.6,761,1113
78205,回到爱开始的地方,7.6,582,1104
78316,古镇凶灵之巫咒缠身,3.9,375,1054
78377,心战,4.9,824,1055
78103,杀戒,5.8,137,945
78465,史前怪兽,5.6,2919,3478
77254,绿林大冒险,7.0,514,917
75115,逆光飞翔,8.6,122,874
78036,愤怒的小孩,7.6,543,842
78034,夺命追踪,6.8,409,806
78165,校花诡异事件,5.1,455,795
78109,临终囧事,6.8,371,781
78014,我的男男男男朋友,5.8,476,774
78161,咒·丝,4.0,383,733
78404,青蛙王国,7.9,566,1758
78029,爱情不NG,5.9,164,721
78038,暗恋99天,7.6,325,699
78015,金箍棒传奇,6.1,303,1086
78053,一座城池,6.7,547,679
78070,午夜火车,5.4,335,678
78192,追踪长尾豹马修,7.3,414,663
78130,一路狂奔,3.8,349,575
78188,火焰山历险记,6.5,294,576
78234,猎仇者,6.0,482,572
78148,圣龙奇兵大冒险,5.9,511,567
78520,双雄,7.0,310,566
78061,铁娘子：坚固柔情,8.4,404,560
78086,金太狼的幸福生活,7.3,399,557
78063,爱情银行,6.9,389,536
92,午夜微博,7.1,316,533
78299,疯狂的导演,3.3,356,499
78195,我为相亲狂,6.6,321,510
78440,铁血娇娃,7.2,397,517
78399,冲锋战警,6.8,390,482
78145,步步追魂,5.5,309,478
78000,大叔，我爱你,7.7,298,468
78076,止杀令,6.0,331,450
78309,4B青年之4楼B座,6.5,404,444
78168,终极大冒险,6.5,216,443
78094,人间蒸发,7.0,73,433
78250,大明劫,7.6,284,451
78012,地下室惊魂,5.2,207,700
78251,时光恋人,5.3,298,404
78306,甜心巧克力,4.9,236,412
78218,粉红女郎之爱人快跑,7.0,204,400
78400,狼少年,9.0,242,403
78132,光辉岁月,6.9,53,375
78085,楼,5.6,188,370
78411,禁忌游戏之迷藏,6.3,166,367
78167,诡魇,3.9,193,351
78157,大片,5.6,275,349
72671,帝国秘符,5.6,267,342
78156,夜幕惊魂,6.0,42,331
73528,北漂鱼,5.9,254,330
78170,模特魅影,6.8,190,327
940,全城高考,7.8,211,326
78067,骇战,6.2,199,299
1055,重返大海,5.9,54,385
78110,冷瞳,3.4,234,279
70010,通道转兵,2.3,2,1606
78141,结婚那件事,6.8,127,254
78437,少女灵异日记,6.8,201,259
78262,迷魂之密室逃脱,6.5,153,342
78469,啊朋友还钱,6.2,75,248
78344,蝙蝠别墅,6.7,217,243
76650,早见，晚爱,6.5,187,237
78101,变身超人,6.2,160,236
78633,毛泽东与齐白石,6.3,暂无,228
78098,百家乐翻天,6.5,40,222
78025,玩命时光,6.0,244,251
78019,花漾,6.6,157,211
78011,艺术家,8.3,159,418
78162,初恋未满,7.6,126,225
78092,梦幻岛,6.0,11,208
78022,秘密花园,8.3,267,541
78058,杨光的快乐生活,7.0,169,204
78494,中国好声音之为你转身,3.1,153,291
78193,爱爱囧事,5.8,109,203
78021,犀利人妻,7.6,238,284
78075,萧红,7.3,90,198
78253,诡拼车,6.1,112,193
913,凶间雪山,4.9,194,755
1010,暴走吧，女人,7.1,154,192
78129,让熊猫飞,4.1,182,186
805,巴黎淘气帮,8.0,32,192
78174,不肯去观音,7.3,94,178
75664,隔窗有眼,6.1,133,169
78383,听见下雨的声音,6.8,99,168
1026,柠檬,7.2,104,166
60121,魁拔之十万火急,8.8,131,499
78055,我的老婆是只猫,7.2,112,160
72123,公主的诱惑,6.3,120,153
78040,小小飞虎队,5.8,68,141
78069,郑和1405：魔海寻踪,7.0,101,148
247560,西柏坡2：英雄王二小,7.0,暂无,167
78048,三月情流感,6.0,86,130
78357,功夫战斗机,5.4,55,131
968,一九四二,8.2,13718,37113
78256,暴躁天使,6.1,77,124
78295,爱别离,6.3,93,116
78208,玛德2号,6.0,71,114
78546,太空熊猫历险记,6.6,100,221
78454,兰亭,7.0,3,214
78323,高铁英雄,5.0,79,106
601,四大名捕,6.9,7804,19498
746,平壤之约,3.5,24,214
452,消失的子弹,7.6,7643,15949
417,超蛙战士之初露锋芒,4.1,693,909
78028,危情营救,5.2,56,100
78175,绑架大明星,6.8,58,96
78227,小神来了,6.4,66,105
78064,青春雷锋,3.7,47,97
78119,钢琴木马,7.1,41,87
78004,在一起,5.5,50,88
76982,孝女彩金,,暂无,329
78104,星爸客,7.1,62,82
78090,大野狼和小绵羊的爱情,6.8,15,78
78433,孪生密码,5.5,46,82
647,我爱灰太狼,5.4,3739,7528
78407,盗剑72小时,6.2,74,74
942,吴仁宝,5.3,4,1081
78106,百万爱情宝贝,6.3,14,73
72057,致命闪玩,7.0,48,70
78458,幸福快递,6.8,41,78
78093,刺夜,6.2,44,67
78194,夏日示爱,7.0,47,68
78046,梦幻飞琴,5.6,31,65
78232,爱拼北京,6.8,61,64
78190,功夫侠,5.8,54,62
78455,光的棍,7.1,26,63
52385,倾城,7.2,28,66
233,十全九美,6.4,5300,4884
17918,龙虎门,6.8,4900,5251
683,喜剧王,6.3,49,57
78549,我的美丽王国,7.1,37,56
744,三岔口,6.6,,
78413,心曲,,暂无,105
78105,亲爱,7.1,40,57
1009,美姐,7.3,30,54
430,雷神,8.3,2343,9781
64672,牛胆神偷,6.0,39,47
78184,东方中国梦,6.0,2,45
78056,阿嬷的梦中情人,6.9,30,44
78102,甜蜜18岁,7.2,27,46
78126,残团,6.0,1,47
78088,石榴树上结樱桃,6.0,4,75
70011,情归陶然亭,,,
78026,爱你一生一世,6.0,暂无,52
78027,宝米恰恰,6.8,34,37
78191,爱很美,6.9,30,36
78565,有招没招之爱情达人,6.2,29,37
78149,非秀不可,5.0,7,33
78081,雷锋的微笑,5.5,1,44
1053,我老公不靠谱,7.9,1128,2596
833,石器时代之百万大侦探,5.8,5,26
78039,越位者,6.0,21,28
78386,救火英雄,9.0,2851,7737
57097,冬去春来,,暂无,55
472,饥饿游戏,8.3,6207,17458
853,超越那一天,7.5,21,24
78178,飘落的羽毛,6.9,17,32
54620,白方礼,8.2,暂无,207
78642,我的渡口,7.0,暂无,22
78428,有种,7.3,21,22
78117,冲锋号,6.1,15,138
245988,功夫世家,7.0,暂无,24
66784,给你一千万,5.1,暂无,30
24681,007：大破量子危机,7.8,14200,12068
938,人再囧途之泰囧,8.8,30850,126794
125,泰坦尼克号3D,9.4,44388,94615
502,画皮2,7.4,28371,70203
61,碟中谍4,8.9,10216,67215
995,少年派的奇幻漂流,9.1,10263,57288
262,复仇者联盟,8.8,11938,56841
893,十二生肖,8.8,22353,88113
389,黑衣人3,8.3,14987,50342
635,冰川时代4,8.8,12368,44741
6,地心历险记2：神秘岛,8.0,10033,38653
968,一九四二,8.2,13718,37113
676,蝙蝠侠：黑暗骑士崛起,8.9,20329,33871
585,敢死队2,8.4,15130,33203
649,超凡蜘蛛侠,8.4,21314,31446
250,超级战舰,7.8,11564,31009
122,异星战场,7.5,8802,26009
825,寒战,8.4,9263,25297
392,听风者,7.8,11529,23216
646,普罗米修斯,7.6,2794,22321
648,谍影重重4,7.6,8353,21314
477,马达加斯加3,8.5,5495,20997
601,四大名捕,6.9,7804,19498
52,大侦探福尔摩斯2：诡影游戏,8.5,1893,18797
472,饥饿游戏,8.3,6207,17458
51,大魔术师,7.0,暂无,17348
527,搜索,8.2,4243,17315
50,喜羊羊与灰太狼之开心闯龙年,8.0,7338,16750
213,诸神之怒,7.7,4408,16028
882,大海啸之鲨口逃生,6.1,4843,15701
452,消失的子弹,7.6,7643,15949
252,黄金大劫案,7.5,6225,15018
743,太极1：从零开始,6.9,3396,14724
27,龙门飞甲,7.7,13423,53971
28,金陵十三钗,8.2,14360,59224
739,白鹿原,6.6,2330,14199
5,爱,7.8,9192,13667
778,环形使者,7.7,2764,12948
53,逆战,7.8,4563,12928
83,战马,8.4,5349,11893
881,太极2：英雄崛起,7.2,5240,11843
758,全面回忆,8.6,3027,11624
886,飓风营救2,8.2,1563,11557
741,二次曝光,6.6,1676,10723
775,铜雀台,6.8,3257,10571
77,机械师,8.1,4668,8900
482,痞子英雄之全面开战,7.9,4606,8734
79,我愿意,7.6,2068,8491
1031,大上海,8.4,2310,14962
56,八星抱喜,7.1,1392,8571
534,王的盛宴,6.4,3986,7692
65,那些年，我们一起追的女孩,8.5,2782,7646
647,我爱灰太狼,5.4,3739,7528
680,河东狮吼2,6.3,2779,7088
128,春娇与志明,7.7,1751,7057
91,桃姐,8.4,3481,7050
965,无敌破坏王,9.0,2956,6381
776,危险关系,7.1,2442,6271
637,笔仙,5.5,2999,5809
256,灵魂战车2：复仇时刻,7.3,2347,5698
937,血滴子,6.1,2678,7183
87,快乐的大脚2,7.5,3334,5374
57,新天生一对,8.1,3169,5195
136,大追捕,7.8,1942,4821
641,麦兜当当伴我心,7.8,2162,4890
101,王者之剑,7.1,19,4435
729,HOLD住爱,6.1,3934,4413
508,白雪公主之魔镜魔镜,7.6,2810,4408
58,饭局也疯狂,5.1,2766,4379
138,绣花鞋,6.9,830,4342
49,大闹天宫,8.4,71,4207
366,三个火枪手,7.5,2628,3973
352,人狼大战,6.9,1724,3814
602,大武当之天地密码,6.3,1935,3796
474,神奇海盗团,7.2,3502,3781
32,亲密敌人,7.0,4038,11029
441,第一次,8.0,1074,3581
643,太空一号,7.4,2434,3465
67,铁血精英,7.9,1554,3333
117,玩命追踪,8.2,975,3152
845,男人如衣服,7.1,965,3120
639,赛尔号大电影2：雷伊与迈尔斯,7.0,1826,3115
748,边境风云,8.1,1052,2923
115,非常小特工之时间大盗,5.6,1999,2888
996,守护者联盟,8.5,1873,2867
506,车手,6.9,1616,2856
512,勇敢传说,8.4,1909,2826
54,胡桃夹子：魔境冒险,6.4,906,2775
132,车在囧途,5.1,211,2749
894,萨米大冒险,8.5,224,2700
68,夺命金,7.2,1508,2617
1053,我老公不靠谱,7.9,1128,2596
75,嫁个100分男人,4.2,944,2525
633,摩尔庄园2：海妖宝藏,8.1,暂无,2525
157,匹夫,6.6,1380,2759
835,雨中的树,6.0,暂无,2385
503,笔仙惊魂,5.7,958,2342
85,双城计中计,6.4,1140,2304
108,情谜,5.7,1392,2192
702,神秘世界历险记,7.2,874,2198
7,高海拔之恋Ⅱ,7.3,1194,2141
391,雨果,8.0,1302,2004
638,十二星座离奇事件,5.1,741,2000
677,超决战！贝利亚银河帝国,6.9,1186,1955
258,杀生,7.7,553,1908
173,暮光之城4：破晓（上）,8.2,1065,1866
288,影子爱人,6.7,794,1813
500,黑衣女人,6.9,983,1802
507,忠诚与背叛,4.2,79,1820
703,搞定岳父大人,7.7,750,1771
541,特工争风,7.0,484,1745
387,赛德克·巴莱,8.6,413,1653
261,追凶,4.8,867,1659
480,潜艇总动员2,1.7,1589,1642
251,迈阿密行动,6.2,1011,1617
39,深度谜案,6.9,584,1857
862,秘鲁大冒险,7.5,736,1566
763,普罗旺斯惊魂记,3.9,1322,1548
76,真心话大冒险,5.3,1205,1515
750,恐怖旅馆,3.2,536,1447
100,疯狂的蠢贼,4.4,815,1382
642,老雷斯的故事,,533,1374
927,叛谍追击,7.2,638,1306
33,极速天使,5.1,1477,2446
55,亲家过年,7.1,600,1287
479,百万巨鳄,6.7,629,1264
116,变节：潜罪犯,7.3,682,1259
943,幻影追凶,6.9,918,1259
257,纽约行动,4.6,750,1232
588,猪猪侠之囧囧危机,7.2,706,1184
929,诡爱,6.7,865,1188
34,梦宅诡影,6.4,875,1782
681,伤心童话,6.9,658,1147
481,半夜不要照镜子,6.4,528,1140
861,天生爱情狂,7.0,543,1134
476,醉后一夜,6.6,502,987
942,吴仁宝,5.3,4,1081
974,冰雪11天,6.0,224,957
333,形影不离,6.3,529,889
1040,目击者,6.0,49,895
385,浮城大亨,7.2,431,903
124,晚秋,7.7,173,874
31,倾城之泪,7.5,2412,4397
60,变身男女,6.9,465,834
632,青魇,7.2,370,813
912,白昼冷光,6.3,490,812
645,神探亨特张,6.9,405,776
957,给野兽献花,6.8,393,750
78,夜店诡谈,3.2,330,753
1043,铁线虫入侵,7.7,544,738
453,宝岛双雄,4.5,404,714
603,魅妆,4.5,315,682
95,国王的演讲,8.7,444,628
94,新龙门客栈,8.8,419,644
93,钱学森,6.8,144,633
97,单刀直入,6.9,292,591
66,杀手欧阳盆栽,6.9,350,586
880,新妈妈再爱我一次,6.1,350,583
966,无间罪：僵尸重生,5.8,298,576
913,凶间雪山,4.9,194,755
852,浮城谜事,7.0,337,552
504,2012喜上加喜,6.1,340,551
107,兵临城下之决战要塞,7.5,242,547
253,爱在那一天,6.6,304,532
264,飞越老人院,8.2,331,516
37,玩命狙击,3.1,405,768
4485,乐翻天,7.9,15,2479
386,超蛙战士之威武教官,4.5,477,548
753,爆笑角斗士,7.3,387,484
287,我11,7.2,266,483
37749,大侦探福尔摩斯,8.5,暂无,8348
674,绝色武器,6.5,178,452
854,宝贝女儿好妈妈之吃记忆的大雪球,7.4,50,457
126,饮食男女-好远又好近,5.4,263,453
956,三个未婚妈妈,7.2,208,468
928,一次别离,,308,440
390,我是大熊猫,3.1,112,433
719,宝马狂想曲,3.8,204,416
63,绝录求生,5.0,180,412
263,初恋这件小事,8.8,353,406
351,擒爱记,6.9,259,405
111,神通乡巴佬,4.0,233,404
78015,金箍棒传奇,6.1,303,1086
728,林肯律师,7.4,275,391
634,一八九四·甲午大海战,8.0,152,412
22506,惊魂游戏,5.0,,
742,邋遢大王奇遇记,8.0,159,409
110,高举爱,6.8,261,380
202,荒岛情未了,3.5,191,369
71,超时空救兵,4.9,293,369
511,悬赏,6.1,230,369
99,红鹰侠,5.4,282,364
201,盗亦有道,6.6,187,338
78022,秘密花园,8.3,267,541
981,恋爱三万英尺,6.9,174,331
72,就是闹着玩的,6.7,148,321
510,雅典娜：无间谍局,5.5,243,320
752,黑金,7.2,118,314
249,下一个奇迹,4.8,26,316
62,喜酒,3.3,105,315
764,守株人,6.0,237,308
78012,地下室惊魂,5.2,207,700
473,查无此人,5.5,154,287
1054,异度迷局,5.6,151,294
949,茱莉娅的眼睛,7.0,172,283
478,热爱岛,3.5,167,271
86,乌龙戏凤2012,4.1,231,267
941,诱饵,6.3,209,265
134,死亡迷局,3.6,155,265
994,致命替身,6.0,153,257
64,开心大冒险,3.9,140,252
1036,万箭穿心,8.4,110,249
398,地域无门,2.7,137,253
765,一起飞,7.6,200,237
120,结婚狂想曲,4.0,132,231
69,豪门生死恋,6.0,54,217
631,海鲜陆战队,6.1,124,210
78011,艺术家,8.3,159,418
89,浮出水面的影子,5.2,123,215
247,十五岁的笑脸,5.6,暂无,225
720,请叫我英雄,6.8,146,199
412,生死罗布泊,6.4,12,205
883,幸福迷途,7.3,131,226
650,热血街头,3.9,104,188
133,台北飘雪,5.9,27,188
76982,孝女彩金,,暂无,329
604,非常绑匪,3.4,95,181
38,2012来了,3.9,115,233
203,狂奔蚂蚁,5.8,104,175
1030,借你俩胆,6.0,101,181
174,敢死队,8.2,21443,21611
640,爱的面包魂,6.3,85,161
88,猎物,,88,162
368,四戒,6.2,95,159
651,街头之王,4.8,95,157
329758,索道医生,,,
388,今天·明天,4.1,62,172
80,女人如花,4.2,131,154
682,华丽之后,7.9,111,152
1041,邂逅幸福,7.1,129,143
749,做次有钱人,7.3,44,151
944,爱谁谁,7.0,102,142
747,稍安勿躁,5.5,69,142
78462,咱们是亲人,7.0,暂无,139
226,一夜成名,2.8,87,142
121,索马里真相,3.6,102,144
109,囧蛋奇兵,3.1,84,140
827,非常营救,4.1,73,136
70010,通道转兵,2.3,2,1606
678,拯救第365天,5.7,84,126
836,毕业那年,5.8,62,284
675,人山人海,6.9,93,115
440,跑出一片天,6.9,89,126
505,黑暗中的救赎,5.1,89,103
36,双人床条约,5.4,91,165
233,十全九美,6.4,5300,4884
90,绝对底线,4.1,62,96
78002,小鱼吃大鱼,6.6,58,101
721,纽约客@上海,6.9,67,95
334,月色狰狞,3.5,57,93
417,超蛙战士之初露锋芒,4.1,693,909
1055,重返大海,5.9,54,385
278,暮光之城,8.5,1151,1240
43,三傻大闹宝莱坞,9.1,742,1398
997,八卦宗师,6.1,69,85
137,神马都是浮云,3.6,44,85
746,平壤之约,3.5,24,214
301,建党伟业,7.0,36,11251
774,小战象2,7.3,58,167
792,哭笑不得,6.1,74,102
291,诸神之战,7.8,暂无,17195
557,潘多拉的宝剑,6.5,56,81
78631,智取威虎山,9.2,32088,88198
860,美男记,6.0,51,78
78021,犀利人妻,7.6,238,284
1027,风云决,5.6,暂无,2434
78013,笑过2012,7.0,41,70
129,关于爱情和那些魔鬼,4.7,9,65
210,人在囧途,8.9,3660,3753
751,残梦,7.0,50,74
150,地心历险记,7.7,暂无,6324
713,午夜凶梦,6.2,567,914
762,大兵金宝历险记,4.0,40,52
127,初到东京,6.4,32,53
227,为你而来,6.0,35,52
630,洛克王国之圣龙骑士,8.0,1005,2707
78373,许海峰的枪,6.0,暂无,48
533,蓝调海之恋,5.5,30,40
494,爱情真可怕,6.2,27,53
74,自古英雄出少年之岳飞,3.5,33,50
983,咆哮无声,6.0,26,43
260,骆驼客,7.2,17,38
50415,杂技小精灵,4.6,暂无,145
78025,玩命时光,6.0,244,251
98,双截棍,4.2,29,36
81,倭寇的踪迹,6.8,26,33
1033,南平红荔,6.0,18,93
877,岁月无声,7.3,18,27
891,安娜·卡列尼娜,8.3,23,25
694,摩尔庄园冰世纪,5.1,1039,1738
414,灵魂战车,7.9,暂无,29
47,变形金刚3,8.7,41223,107144
171,功夫熊猫2,8.7,11589,61200
