ID,Name,Rating,1stWk Box,Total Box
343930,哆啦A梦：新·大雄的日本诞生,8.4,5438,10340
257720,超脑48小时,8.2,5188,10335
336868,火影忍者剧场版：博人传,9.3,6161,10305
341896,鲨滩,8.3,5658,10157
79088,三少爷的剑,7.8,5276,10046
246972,三人行,7.2,6250,10038
246051,卧虎藏龙：青冥宝剑,6.8,5125,9374
246047,云中行走,8.2,4458,9070
672356,新大头儿子和小头爸爸2一日成才,8.6,29,5404
247790,魔宫魅影,7.1,5225,8830
248260,百鸟朝凤,9.1,155,8675
343379,所以……和黑粉结婚了,8.5,5762,8102
248967,梦想合伙人,7.7,5169,8085
248909,惊天大逆转,8.2,5212,7846
344961,逗鸟外传：萌宝满天飞,8.9,3481,7762
247899,小门神,8.3,6228,7851
248675,深海浩劫,8.3,5439,7257
346299,捉迷藏,8.2,3905,7139
337226,我们诞生在中国,9.0,1502,6651
346478,神秘世界历险记3,8.8,47,3953
248835,消失爱人,7.9,4064,6413
248828,女汉子真爱公式,8.4,3292,6328
246380,鼠来宝4：萌在囧途,9.0,3694,6256
343866,超级快递,8.5,2863,6152
342003,萨利机长,8.8,3800,6215
249003,侠探杰克：永不回头,8.1,3775,6100
342427,外公芳龄38,8.3,3481,6030
345830,他是龙,8.3,4542,6005
338401,魔发精灵,9.0,3252,5466
345075,过年好,7.4,4632,5398
345755,鲁滨逊漂流记,8.7,3999,5358
247301,快手枪手快枪手,8.1,4054,5389
246581,恶棍天使,8.0,50869,64838
342758,一念天堂,6.0,7469,8256
245997,寄生兽,8.4,2516,4823
247898,奔爱,4.5,3621,4741
247718,我们的十年,7.8,2486,4398
247458,冰河追凶,7.9,2709,4308
249795,真相禁区,6.8,2592,4200
247244,摇滚藏獒,8.6,2462,3954
334578,圣斗士星矢：圣域传说,7.6,2938,3779
248997,垫底辣妹,8.9,2137,3745
249018,我最好朋友的婚礼,7.6,2366,3742
343010,那件疯狂的小事叫爱情,7.2,1730,3656
248851,天亮之前,8.1,2494,3631
341529,冲天火,7.3,2643,3617
342203,我的战争,8.2,2481,3619
247869,幻体：续命游戏,8.0,2655,3557
257392,末日迷踪,6.8,2376,3533
334747,通灵神探,7.6,2913,3531
246438,蒸发太平洋,5.7,2132,3501
248366,年兽大作战,8.6,3253,3442
246154,我的新野蛮女友,7.0,2391,3413
247645,夜孔雀,6.5,2498,3313
338357,大唐玄奘,7.6,1821,3298
346759,勇士,8.7,42,2016
344073,名侦探柯南：纯黑的恶梦,8.6,2309,3104
346129,火海凌云,8.5,2528,3076
346564,间谍同盟,8.3,2471,3025
343477,刑警兄弟,8.4,1363,3024
246884,谍影特工,8.3,1573,2951
247712,恶人报喜,8.1,807,2753
341589,樱桃小丸子：来自意大利的少年,8.3,1899,2584
246594,精灵王座,,暂无,2509
337020,地心营救,8.2,1394,2342
248637,勇士之门,,1718,2282
344898,蜡笔小新：梦境世界大突击,8.5,1644,2243
1187526,那年夏天你去了哪里,7.3,2788,3467
344043,圣诞大赢家,7.6,79,298
346379,暗杀游戏,5.9,1650,2104
345216,一句顶一万句,7.6,1085,2088
249187,废柴特工,7.7,1296,1987
341056,一切都好,7.9,2009,2621
367835,麦兜·饭宝奇兵,7.8,1289,1893
345663,超能太阳鸭,8.1,1536,2003
344644,铠甲勇士捕王,8.4,513,1856
246335,谎言西西里,7.1,1770,1805
345158,托马斯和朋友们：多多岛之迷失宝藏,8.4,901,1793
257715,宾虚,7.8,1622,1745
246509,爱情麻辣烫之情定终身,7.9,1553,1730
346365,阿拉丁与神灯,7.4,1340,1693
343567,灵偶契约,7.7,678,1686
336835,极速之巅,7.8,1222,1554
247050,海洋之歌,9.0,842,1549
345919,少年,7.7,856,1588
341376,宝贝当家,7.7,1131,1520
338424,巴黎危机,8.2,1185,1446
10757,缘份,8.6,746,1389
247039,惊天绑架团,7.2,958,1353
246301,谋杀似水年华,6.4,936,1345
345970,冒牌卧底,7.1,1404,2227
336769,诺亚方舟漂流记,8.8,766,1237
246045,我叫MT之山口山战记,7.7,971,1213
338373,邻家大贱谍,8.0,1101,1193
248216,再见，在也不见,6.6,827,1146
346087,小明和他的小伙伴们,7.8,700,1123
606538,老阿姨,,13,1112
342747,在世界中心呼唤爱,7.7,813,1104
345076,发条城市,8.1,668,1101
336671,龙珠Z：复活的弗利萨,7.9,916,1098
343597,筷仙,5.2,482,1081
337438,大火种,,178,1042
342599,国酒,5.2,386,1021
346180,青蛙总动员,7.4,201,1255
246276,冰雪女王2：冬日魔咒,7.8,35,2125
343526,我是哪吒,8.5,12,993
246362,纽约纽约,7.2,632,954
248495,钢刀,6.1,778,939
345049,床下有人3,5.3,477,928
345924,洛杉矶捣蛋计划,8.1,601,896
346644,情况不妙,7.6,647,884
337054,妖医,6.4,480,874
343082,判我有罪,6.5,76,866
246592,果宝特攻之水果大逃亡,8.3,462,834
246243,魔法老师,8.0,660,829
247694,刺猬小子之天生我刺,8.5,612,817
345106,你好，疯子！,7.7,1018,1566
246450,泡沫之夏,6.0,719,811
341882,育婴室,6.6,411,804
249142,致我们终将到来的爱情,7.7,517,804
342741,魔轮,7.5,471,787
248215,铁拳,8.6,485,786
245966,蜜月酒店杀人事件,5.6,457,760
341670,黑处有什么,7.0,416,760
341361,巴霍巴利王：开端,8.5,412,745
343024,马小乐之玩具也疯狂,8.2,264,741
342815,笔仙诡影,6.0,361,732
346658,泰迪熊之玩具大战,7.3,25,661
1132371,神兽金刚之青龙再现,8.4,611,720
346255,七月半2：前世今生,5.5,410,708
336861,红色警戒999,5.8,628,707
248867,非常父子档,8.5,74,516
246965,飞鹰艾迪,8.8,272,669
248716,六弄咖啡馆,8.1,500,654
342073,路边野餐,8.1,331,646
1136547,疯狂丑小鸭,8.1,337,2155
343944,太空熊猫英雄归来,8.0,232,1806
455397,毛丰美,,暂无,629
343266,斗龙战士之星印罗盘,8.5,563,619
345105,最萌身高差,7.8,387,619
345963,阿里巴巴2所罗门封印,7.3,270,2203
345739,恐怖将映,6.3,328,607
1196913,我在故宫修文物,8.4,372,646
344840,水墨大别山,,暂无,598
531857,绝对控制,7.2,386,621
362681,我和我们——我在周恩来班的故事,,暂无,595
345881,猫脸老太太,7.1,259,584
345102,白毛女,8.9,38,584
344530,超级保镖,7.7,359,551
346286,死亡游戏,5.8,217,551
336061,贫穷富爸爸,8.1,319,585
344769,诡娃,4.0,292,525
345048,笔仙撞碟仙,5.6,287,522
298913,黑盒子,,,
249307,糖果世界大冒险,7.9,198,505
248194,哪一天我们会飞,7.7,380,502
1132375,地球四季,8.6,168,497
345023,龙拳小子,8.3,329,495
368036,终极硬汉,5.7,432,491
368000,幽灵医院,5.0,149,485
344437,我是处女座,7.9,418,467
346546,聊斋新编之画皮新娘,5.4,246,452
248174,呆呆计划,7.3,239,448
346476,死亡笔记,5.4,288,443
368116,张震讲故事之合租屋,6.9,273,442
368271,丑小鸭历险记,7.8,284,431
79042,箭士柳白猿,7.6,240,648
342616,掠夺者,7.4,284,438
341190,诡新娘,4.7,223,399
344154,笨贼别跑,5.2,10,1677
345775,水果宝贝之水果总动员,7.3,361,392
248115,不速之客,7.1,263,392
344005,荒村怨灵,3.5,188,387
345693,恐怖禁忌之红旗袍,4.2,217,387
245981,古曼,5.5,143,363
344687,分手再说我爱你,8.9,546,1268
345923,记忆碎片,6.5,223,360
1197558,猪猪侠之英雄猪少年,8.6,1680,4591
246198,一个勺子,7.7,1315,2250
1158554,荒村凶间,5.3,181,343
264152,李三娘,,,
332313,长江图,7.5,213,326
342568,诡梦凶铃,4.7,197,801
1132403,食人岛,5.6,154,321
344453,整形师·脸,6.8,175,2289
342730,我们毕业啦,5.4,146,293
345694,恭喜发财之谈钱说爱,6.8,217,276
79185,我不是王毛,8.3,145,263
341297,恐怖笔记,5.8,67,261
342234,反黑行动组,7.3,195,260
336766,夺路而逃,7.0,187,250
342833,234说爱你,8.0,193,248
1132299,功夫四侠,7.7,132,245
246497,花样厨神,7.9,187,241
342096,辣警霸王花,7.9,100,363
344409,一家老小向前冲,7.1,168,238
248903,催命符之劫后重生,3.6,137,237
1189048,遵义会议,,22,238
345638,半熟少女,6.4,168,233
343275,夜半哭声,4.9,125,229
247787,黑海夺金,7.9,151,226
342233,失眠男女,5.7,167,223
367992,枕边有张脸2,6.2,118,218
337195,夏威夷之恋,7.3,176,216
342563,凶手还未睡,6.8,128,215
1182756,怨灵地下室,4.4,121,209
1187417,白云桥,6.1,117,197
344812,五女闹京城,,94,195
53242,钢铁骑士,6.4,185,193
337511,舌尖上的新年,8.7,128,194
1196196,凄灵室,7.1,90,186
345737,夺命枪火,7.0,97,183
341084,我的诗篇,8.6,暂无,319
344679,白雪公主和三只小猪,6.7,124,177
414670,五女拜寿,,,
341081,喜乐长安,5.3,130,172
410609,爱在星空下,,30,171
246083,捉妖记,9.1,67015,244002
78405,速度与激情7,9.6,39881,242659
246577,港囧,8.4,68386,161411
78429,复仇者联盟2：奥创纪元,8.6,96665,146439
246082,夏洛特烦恼,9.3,86,25835
78602,侏罗纪世界,9.1,60673,142073
78701,寻龙诀,9.1,59973,167858
246330,煎饼侠,8.5,43158,116276
79211,澳门风云2,8.7,27106,96813
246397,西游记之大圣归来,9.3,94,8671
75090,碟中谍5：神秘国度,9.0,55308,86977
78464,霍比特人3：五军之战,9.1,31249,76480
79082,天将雄师,8.3,34335,73764
78607,终结者：创世纪,8.9,16813,72536
78403,狼图腾,8.3,14906,69475
246088,九层妖塔,5.7,42360,68293
78392,蚁人,8.9,27259,67175
246363,末日崩塌,9.1,31894,62967
246581,恶棍天使,8.0,50869,64838
246369,火星救援,9.0,30966,58571
246909,杀破狼2,9.0,26698,56050
78304,战狼,9.3,20838,54553
78617,007：幽灵党,8.0,30792,54113
78525,哆啦A梦：伴我同行,9.0,23894,53032
79232,超能陆战队,9.5,8542,52468
246505,滚蛋吧！肿瘤君,9.0,18548,51106
246001,小时代4：灵魂尽头,8.3,36470,48552
246210,左耳,7.9,19804,48523
78589,王牌特工：特工学院,9.2,15327,48304
246211,老炮儿,9.1,25311,89900
78425,灰姑娘,8.5,15733,44296
78684,小黄人大眼萌,8.9,12111,43580
246316,奔跑吧！兄弟,5.0,23099,43284
78631,智取威虎山,9.2,32088,88198
341051,百团大战,8.5,13496,41367
78761,钟馗伏魔：雪妖魔灵,5.4,19536,40445
78630,道士下山,6.6,23474,40078
247261,栀子花开,8.2,25843,37901
245876,重返20岁,9.2,12453,36511
341569,我的少女时代,9.2,10728,35893
246292,何以笙箫默,5.4,22359,35352
246015,博物馆奇妙夜3,8.4,2909,32248
246178,横冲直撞好莱坞,7.7,16967,32236
248213,万万没想到,7.9,15087,32201
246057,烈日灼心,8.9,12308,30516
246260,熊出没之雪岭熊风,9.2,10182,29411
246315,咱们结婚吧,8.5,14694,28449
78289,木星上行,7.7,14539,28311
245952,有一个地方只有我们知道,7.6,23320,28072
248944,前任2：备胎反击战,8.3,10879,25190
249141,极盗者,8.3,7634,24812
78618,饥饿游戏3：嘲笑鸟（上）,6.8,6142,22352
246287,爸爸去哪儿2,7.8,12714,22111
247711,我是证人,8.4,69,12079
78866,失孤,8.3,11396,21512
78620,赤道,7.3,12965,20974
246155,飓风营救3,8.2,10723,20295
246371,移动迷宫2,7.9,13678,19686
246951,解救吾先生,8.4,8239,19592
246026,新娘大作战,6.2,15072,17337
246248,第七子：降魔之战,5.6,10127,17239
78723,疯狂外星人,9.0,5040,17215
338503,怦然星动,7.6,9872,15945
246386,小王子,8.9,7822,15846
78601,冲上云霄,5.2,7946,15526
246089,谜城,8.0,8829,14886
246126,万物生长,7.0,7098,14832
78892,破风,9.0,7021,14529
78702,饥饿游戏3：嘲笑鸟（下）,7.6,10194,14322
247300,唐人街探案,9.0,39792,81899
78307,王朝的女人·杨贵妃,5.4,9250,13394
247852,玩命速递：重启之战,8.4,7023,12821
247362,精灵旅社2,9.0,7795,11964
78593,明日世界,7.7,8787,11845
247096,我的个神啊,9.0,3215,11818
245942,爸爸的假期,5.4,5558,11518
78380,不可思异,6.4,5416,11166
246242,分歧者2：绝地反击,7.8,5627,11014
246067,十万个冷笑话,8.1,8347,11959
246255,超能查派,8.4,6401,10369
246448,绝命海拔,8.2,7408,10220
246426,像素大战,8.0,7779,10097
78827,帕丁顿熊,9.0,4714,9945
78605,头脑特工队,9.0,7856,9723
78696,微爱之渐入佳境,5.7,14479,28514
249013,名侦探柯南：业火的向日葵,8.0,5770,8162
248753,洛克王国4：出发！巨人谷,8.4,3548,7698
246081,消失的凶手,6.4,4011,7698
246816,第三种爱情,7.8,4776,7325
248592,黑猫警长之翡翠之星,8.3,93,7223
246049,一路惊喜,7.7,3564,6896
246216,命中注定,7.8,4620,6793
246357,喜羊羊与灰太狼之羊年喜羊羊,8.3,2632,6750
78552,有种你爱我,8.2,2928,6767
248463,桂宝之爆笑闯宇宙,8.2,3650,6428
78451,我是路人甲,8.2,41,3887
905,一代宗师3D,8.2,3033,9774
246583,陪安东尼度过漫长岁月,7.8,4029,6258
246676,剩者为王,7.7,3951,6148
78668,刺客聂隐娘,6.3,3944,6141
246024,海绵宝宝,8.5,3309,5667
248755,赛尔号大电影5：雷神崛起,8.7,73,4124
246364,从天儿降,7.5,3964,5649
246080,师父,8.0,3114,5472
246338,小羊肖恩,9.2,2666,5379
246297,恋爱中的城市,6.9,5039,5365
78646,模仿游戏,9.3,1893,5256
246054,太平轮·彼岸,7.8,3120,5105
246439,少年班,7.8,2760,5069
246540,既然青春留不住,8.2,2833,5020
342576,杜拉拉追婚记,8.0,2627,4960
78688,华丽上班族,5.9,4310,4751
78507,屠魔战士,7.5,3957,4704
247111,暗杀,8.8,2500,4698
246498,坏蛋必须死,7.9,3079,4696
247910,魔法总动员,8.9,1926,4583
248568,猪猪侠之终极决战,8.5,2977,4549
78446,暴疯语,7.3,2803,4489
247897,十月初五的月光,8.1,2328,4256
246186,宅女侦探桂香,5.6,3100,4137
246644,将错就错,5.8,2307,3908
342353,巴啦啦小魔仙之魔箭公主,7.9,1979,3828
246337,神探驾到,3.2,2426,3708
246303,史努比：花生大电影,8.2,2002,3667
245987,坚不可摧,8.6,1455,3675
246356,斑马总动员,8.1,2654,3940
248818,潜艇总动员之时光宝盒,8.5,88,192
246302,新步步惊心,6.0,2132,3221
247161,山河故人,7.9,暂无,3225
342758,一念天堂,6.0,7469,8256
247511,土豪520,5.8,2220,3014
246331,兔侠之青黎传说,8.3,251,2935
246326,小飞侠：幻梦启航,8.1,2201,2849
78543,一万年以后,6.5,1888,2744
78397,封门诡影,4.5,1152,2563
1200,功夫3D,9.3,1777,2543
247934,破坏者,6.6,1572,2449
78489,暴走神探,5.1,1435,2441
78906,我的男友和狗,7.5,1217,2420
248754,三只小猪与神灯,8.3,933,2382
78222,一步之遥,5.3,34397,51388
246291,贵族大盗,6.7,1315,2280
246007,可爱的你,9.0,1085,2211
245936,王牌,5.1,2858,9
248858,张震讲故事之鬼迷心窍,4.4,1235,2093
78666,冲锋车,7.3,1013,2092
246325,谍·莲花,5.0,1073,2055
337093,龙在哪里？,8.6,186,2462
246308,再次出发之纽约遇见你,9.2,429,2027
78401,白幽灵传奇之绝命逃亡,4.8,1137,2429
78279,极速风流,8.4,1138,2001
246221,重生爱人,5.6,880,1989
78172,怨灵人偶,3.6,1846,2578
246198,一个勺子,7.7,1315,2250
245951,北京纽约,4.9,1209,1889
246189,巴黎假期,8.0,1121,1793
248550,美人鱼之海盗来袭,5.9,84,1079
246645,旋风九日,9.0,268,1690
246355,抢劫坚果店,,1592,3621
246249,通灵之六世古宅,4.7,1023,1655
341113,魔镜奇缘,6.1,1044,1600
247839,阿里巴巴大盗奇兵,6.3,666,1582
245937,我是女王,5.0,1180,1554
248855,亚马逊萌猴奇遇记,7.7,1107,1551
246919,吉星高照2015,3.4,406,1523
246428,十二公民,8.1,286,1398
246624,念念,7.3,521,1389
246100,闯堂兔2：疯狂马戏团,7.5,1126,2089
247081,年少轻狂,5.6,968,1307
248186,落跑吧爱情,7.9,910,1306
247299,我的青春期,6.7,1125,1253
248968,七月半之恐怖宿舍,4.7,476,1228
78690,三城记,7.8,907,1224
784,甜蜜蜜,9.2,929,1233
341046,战火中的芭蕾,8.4,595,1211
246179,前目的地,7.6,703,2
246153,别有动机,6.3,952,1189
341734,喜马拉雅天梯,8.5,244,1156
248551,白雪公主之神秘爸爸,8.3,65,530
248232,心迷宫,8.2,暂无,1067
342130,笔仙魔咒,4.9,539,1047
246358,魔镜,5.1,568,1039
246328,情敌蜜月,7.8,886,1036
246319,龙骑侠,8.0,5,1041
78526,闯入者,7.8,376,1004
337611,黑瞳,6.4,暂无,986
248331,幸存者,7.8,267,948
342109,咕噜咕噜美人鱼,8.7,189,1394
344687,分手再说我爱你,8.9,546,1268
246814,爱我就陪我看电影,5.5,713,910
246263,摩尔庄园3：魔幻列车大冒险,8.4,73,1058
248738,惊魂电影院,3.5,440,870
245908,亡命地中海,5.7,427,874
248256,夺命旅行,5.3,302,853
248870,半夜叫你别回头,4.6,519,853
341620,诱狼,7.4,267,848
248593,奥拉星：进击圣殿,8.6,702,848
340979,午夜43路,4.3,424,841
247950,开罗宣言,7.8,558,902
335513,长江7号：超萌特攻队,8.0,456,833
341347,男神时代,7.9,776,826
78134,三更车库,4.5,383,792
247177,浪漫天降,7.0,597,785
246391,大喜临门,8.0,461,766
246343,怪谈,5.6,399,747
341164,这里的黎明静悄悄,8.8,520,730
245980,匆匆那年,8.0,20693,58875
341056,一切都好,7.9,2009,2621
78927,西藏天空,8.4,24,1638
336838,猛龙特囧,6.6,345,635
246334,蜡笔总动员,8.3,377,651
247899,小门神,8.3,6228,7851
249277,汽车人总动员,4.3,391,584
248800,一路向前,7.4,425,571
248760,金箍棒传奇2：沙僧的逆袭,8.2,265,551
248708,我是谁2015,5.8,337,551
247735,扑通扑通我的人生,8.0,337,554
337500,擦枪走火,7.3,304,552
248821,再见我们的十年,7.3,295,633
344043,圣诞大赢家,7.6,79,298
248012,星语心愿之再爱,8.0,370,521
248016,异种,3.3,274,508
342938,奇幻女侠,5.0,暂无,505
343138,七彩田野,5.0,暂无,504
343139,上善若水,5.0,暂无,503
239,我们恋爱吧,4.4,暂无,762
53667,老五的奥斯卡,5.6,100,601
341990,我和红七军,7.0,暂无,507
342810,回头是远方,,暂无,500
343673,爱在烂漫时,5.0,暂无,500
343672,我的童年谁做主,5.0,暂无,500
342583,赤狼蚁,,暂无,501
343901,二狗返乡记,5.0,暂无,500
64670,青花运,,暂无,500
342798,来电不善,,暂无,500
342612,放飞理想,5.0,暂无,500
341722,民工 老大 老板,7.0,,
342940,男左女右,5.0,暂无,500
342328,小鬼智多星,7.0,,
341991,鹭语,7.0,,
342329,一个老师的学校,,暂无,500
341293,当流星划过天际,,8,516
344167,见习警员白忆男之初来乍到,,119,496
341295,情回鹭岛,7.0,,
341834,虹飞千岛,7.0,,
247262,藏羚王,8.9,251,476
248070,罪恶赎金,6.9,271,472
341592,放心去飞,7.0,,
341591,憨哥进城,,,
248938,小猪班纳大电影之梦想大“帽”险,7.9,252,449
248667,恐怖游泳馆,5.7,185,424
342340,天眼传奇,7.8,323,411
248901,枕边诡影,4.3,212,407
249010,人皮拼图,4.3,226,406
78348,冰雪女王,8.0,62,355
341573,为了这片土地,7.5,暂无,406
245982,灵臆事件,5.6,239,400
341141,极地大反攻,8.1,275,400
342463,使命召唤,,,
336925,十七岁,7.1,337,395
246419,末日浩劫,6.6,814,1677
264152,李三娘,,,
249144,红髅,5.9,178,341
341584,诡影迷情,5.8,164,340
342287,穿越硝烟的歌声,,暂无,341
342651,探灵档案,6.5,195,334
248902,我爸比我小四岁,7.6,218,332
248349,爱之初体验,5.2,259,322
246105,安妮：纽约奇缘,8.2,223,340
341136,轩辕剑传奇,3.9,264,316
341598,双生灵,5.4,184,311
247765,无敌小飞猪,7.2,180,308
341063,狂野飞车,3.8,158,305
79234,特功明星,7.9,225,305
245911,男人不可以穷,8.0,793,1365
341368,王化买父,,暂无,612
341586,小时代4：灵魂尽头（含纪录片《最好的我们》）,8.1,258,290
246696,我只要我们在一起,5.1,255,295
341045,魔卡行动,5.8,241,283
248549,对风说爱你,7.2,157,278
341922,诡劫,4.7,140,259
797,兔子镇的火狐狸,8.2,219,257
277,李米的猜想,8.1,1200,1451
248819,墓穴迷城,6.0,95,249
341903,雨夜惊魂,3.9,120,246
341049,西游超级粉,7.6,109,246
247536,听说,8.4,135,244
246244,死亡之谜,4.2,144,237
248913,亲，别怕,2.5,124,227
78423,深海挑战,8.1,159,236
78181,昆塔：盒子总动员,8.0,129,1711
246857,新年行动,8.6,131,225
342050,没女神探,6.9,47,201
57557,遥远的拥抱,8.9,暂无,481
78691,推拿,8.2,190,1352
248002,第七谎言,4.2,138,196
262,复仇者联盟,8.8,11938,56841
78379,变形金刚4：绝迹重生,9.2,63171,197671
78612,心花路放,9.0,61207,116958
589,西游记之大闹天宫,5.2,32129,104498
78341,星际穿越,9.4,26885,75509
78356,X战警：逆转未来,9.0,24576,72294
78478,美国队长2,9.2,24498,73433
78625,猩球崛起2：黎明之战,9.0,28842,70764
78621,爸爸去哪儿,8.4,25661,69652
78554,分手大师,8.4,15352,66521
78697,后会无期,8.3,29608,62885
78336,银河护卫队,9.2,19248,59632
78515,超凡蜘蛛侠2,9.0,6147,58538
245980,匆匆那年,8.0,20693,58875
78283,澳门风云,8.6,7322,52464
78487,小时代3：刺金时代,7.6,31537,52126
78222,一步之遥,5.3,34397,51388
78611,哥斯拉,8.3,23155,48125
78435,霍比特人2：史矛革之战,9.1,20328,46259
78653,同桌的你,8.5,10993,45558
78488,敢死队3,9.2,25802,45179
78631,智取威虎山,9.2,32088,88198
78267,京城81号,5.1,15825,41204
78426,极品飞车,9.2,13162,41154
78613,明日边缘,8.9,16097,40631
78324,北京爱情故事,8.0,20443,40530
78540,驯龙高手2,9.3,16657,40300
78268,白发魔女传之明月天国,4.5,22364,38905
245931,忍者神龟：变种时代,9.1,16692,38739
78910,亲爱的,9.2,10242,34462
78115,神偷奶爸2,9.3,9557,32375
78522,机械战警,8.0,12948,31479
78197,窃听风云3,7.9,15241,30814
78410,冰雪奇缘,9.5,8752,29818
78519,沉睡魔咒,8.9,13845,29614
78395,归来,8.6,8133,29137
78911,超体,8.2,12950,27788
78672,催眠大师,8.9,13855,27365
246042,马达加斯加的企鹅,9.1,7234,25306
78512,熊出没之夺宝熊兵,9.1,10151,24785
78427,里约大冒险2,9.2,8073,24240
61049,撒娇女人最好命,8.2,8153,23021
78479,一生一世,7.9,7238,22779
78485,老男孩猛龙过江,8.1,10487,20882
78772,闺蜜,8.0,10634,20460
79214,痞子英雄2：黎明升起,8.1,13093,20424
78456,单身男女2,8.3,12435,19848
78481,太平轮（上）,7.2,11066,19509
78696,微爱之渐入佳境,5.7,14479,28514
78824,四大名捕大结局,6.0,10360,19214
77192,警察故事2013,8.0,28150,53406
78852,暴力街区,9.2,4793,18734
78368,黄飞鸿之英雄有梦,8.1,7743,18407
78991,我的早更女友,8.2,8761,16151
78583,一触即发,7.8,5979,16059
246016,移动迷宫,8.4,8555,15054
78264,冰封：重生之门,4.6,7119,14258
78319,安德的游戏,8.4,6770,13871
78302,前任攻略,9.0,1439,12958
78541,超验骇客,7.5,6676,12575
78226,私人订制,7.4,32436,71347
78472,天才眼镜狗,9.2,4898,12155
79186,狂怒,9.1,4524,11896
78692,一个人的武林,8.4,4983,11870
78896,不惧风暴,8.5,4833,11024
78699,魔警,7.2,5011,10814
78831,空中营救,8.6,4615,10523
78698,白日焰火,7.5,4140,10251
245867,临时同居,5.6,5418,10091
78359,庞贝末日,8.4,4280,9748
78857,反贪风暴,8.0,3440,9520
245866,绣春刀,8.3,3611,9318
78409,喜羊羊与灰太狼之飞马奇遇记,8.0,4644,8620
78497,整容日记,5.8,3618,8437
78939,宙斯之子：赫拉克勒斯,8.1,6904,8262
78484,六福喜事,8.0,1580,8088
78386,救火英雄,9.0,2851,7737
245935,触不可及,7.1,3995,7673
78514,分歧者：异类觉醒,8.2,5925,7654
78338,雪国列车,8.0,4856,7479
78647,英雄之战,5.7,3985,7447
78915,露水红颜,7.6,3497,6631
78717,盗马记,6.8,2953,6264
79137,赛尔号大电影4：圣魔之战,8.5,3949,6227
79023,神秘世界历险记2,9.0,3256,6195
78177,秦时明月之龙腾万里,9.3,3774,5972
79231,神笔马良,7.8,2991,5840
78276,等风来,7.6,5845,7960
78826,龙之谷：破晓奇兵,9.0,3533,5730
78329,别惹我,8.1,3135,5650
78498,脱轨时代,8.0,3088,5467
78650,黄金时代,7.9,2811,5148
78657,笔仙3,4.4,2243,5037
78376,火鸡总动员,7.9,3089,4993
245885,洛克王国3圣龙的守护,8.4,3077,4781
79128,潜艇总动员4：章鱼奇遇记,7.5,3108,4756
78783,盟军夺宝队,6.0,3086,4699
246022,铠甲勇士之雅塔莱斯,8.4,3119,4440
15795,冰川时代2：融冰之灾,8.4,2805,4413
245881,麦兜我和我妈妈,8.3,2953,4433
79196,猪猪侠之勇闯巨人岛,8.3,2390,4357
246101,新大头儿子和小头爸爸之秘密计划,8.6,1237,4236
78539,甜蜜杀机,7.7,2263,3721
78788,绝命航班,5.9,1876,3664
78730,笔仙惊魂3,5.4,1453,3527
246135,全城通缉,4.9,2731,3488
78651,家园防线,8.4,2023,3246
78799,蜂鸟特攻,6.5,1534,3243
246217,天河,7.6,66,3408
78236,圣杯神器：骸骨之城,8.0,1637,2967
78457,大话天仙,4.0,460,2959
78281,完美假妻168,7.5,2426,2925
78887,考拉大冒险,7.9,1788,2882
245874,开心超人2：启源星之战,8.3,1642,2787
78466,疯狂72小时,7.2,1168,2732
246137,鸣梁海战,8.9,1358,2668
78419,摩纳哥王妃,8.3,1261,2614
78841,辛巴达历险记2,8.0,1669,2593
78465,史前怪兽,5.6,2919,3478
78807,大力神,7.8,1486,2533
78018,魁拔Ⅲ战神崛起,9.4,1884,2417
78632,极地大冒险2,8.4,468,2407
78842,百变爱人,6.9,1269,2412
246074,食人虫,3.7,1269,2252
78495,好命先生,5.3,1244,2208
79125,魔幻仙踪,8.5,1239,2184
76903,夜莺,8.1,127,2198
78339,谁说我们不会爱,6.3,1583,2143
78486,机器纪元,5.8,1619,2080
78297,美国骗局,7.3,898,2083
78560,夺命地铁,8.0,680,1999
79135,碟仙诡谭,5.1,879,1989
245873,幻影车神：魔盗激情,9.1,851,1968
78459,奥林匹斯的陷落,8.4,788,4001
246355,抢劫坚果店,,1592,3621
78815,我在路上最爱你,4.9,1049,1941
78623,巴啦啦小魔仙之魔法的考验,7.5,1261,1914
246218,怨灵,5.8,779,1860
245856,丛林之王,8.0,1273,1861
245990,81号农场之疯狂的麦咭,8.2,1367,1851
246008,白雪公主之矮人力量,6.7,969,1754
246010,不能说的夏天,7.2,1111,1662
79067,美女与野兽,8.2,1042,1626
78792,昆虫总动员,9.1,651,1637
245964,床下有人2,4.8,578,1484
78556,过界男女,5.5,1084,1420
78603,人间·小团圆,7.1,968,1418
78550,海底大冒险2,8.0,983,2630
78928,夜半梳头,5.5,525,1344
246419,末日浩劫,6.6,814,1677
246040,女生宿舍,6.2,690,1278
78829,我的播音系女友,6.7,1113,1277
246095,恐怖电影院,3.7,875,1213
246067,十万个冷笑话,8.1,8347,11959
78763,驯龙骑士,7.5,858,1182
78294,冬荫功2：拳霸天下,8.0,761,1139
246009,龟兔再跑,7.9,464,1167
78944,赞鸟历险记,8.4,876,1143
246314,火线反攻,7.2,600,1131
245875,江湖论剑实录,7.0,651,1087
78691,推拿,8.2,190,1352
246035,等一个人咖啡,7.7,735,1063
79200,天上的菊美,6.6,暂无,1172
245911,男人不可以穷,8.0,793,1365
78404,青蛙王国,7.9,566,1758
6823,大话西游之月光宝盒,9.6,596,1027
